,musicId,y_test,SVR
19765,1001,0.212,-0.01764494156671581
19766,1001,0.218,0.14799452234054516
19767,1001,0.204,0.1456056423108159
19768,1001,0.216,0.10401094352600103
19769,1001,0.234,0.021013412686459468
19770,1001,0.22,0.05177237780043471
19771,1001,0.212,-0.0034437006983005364
19772,1001,0.214,0.046136006497896134
19773,1001,0.206,-0.0025786379087843064
19774,1001,0.205,-0.06778553976993631
19775,1001,0.205,-0.020543992453583
19776,1001,0.203,-0.08350121541384536
19777,1001,0.2,-0.16780874252929406
19778,1001,0.202,-0.06879249353084942
19779,1001,0.203,-0.038800497440821896
19780,1001,0.188,-0.02737884393591407
19781,1001,0.179,0.03907744693196909
19782,1001,0.184,0.07044379627843254
19783,1001,0.186,0.03492639945755159
19784,1001,0.185,-0.0035970632381105427
19785,1001,0.185,-0.08918428197312164
19786,1001,0.183,-0.08742915534644177
19787,1001,0.188,-0.03728711037417115
19788,1001,0.185,-0.08944862351283778
19789,1001,0.193,-0.14897439351030872
19790,1001,0.195,-0.12164676639326572
19791,1001,0.188,-0.07923067537935909
19792,1001,0.187,-0.0411303689739511
19793,1001,0.189,0.11507851347915
19794,1001,0.198,0.09156976784542716
19795,1001,0.192,0.10356390598734656
19796,1001,0.187,0.18892769140170573
19797,1001,0.187,0.16144453753067306
19798,1001,0.194,0.22354755725998843
19799,1001,0.189,0.2043586154408728
19800,1001,0.195,0.06353602518499309
19801,1001,0.194,0.012914985162856343
19802,1001,0.194,-0.03740758261063863
19803,1001,0.201,0.03513098621353507
19804,1001,0.199,0.16862317330614357
19805,1001,0.199,0.007716949359402939
19806,1001,0.216,-0.1314948624888586
19807,1001,0.225,-0.06025070466522194
19808,1001,0.215,0.004267222465679052
19809,1001,0.226,-0.018058320863531943
19810,1001,0.235,-0.0688835882424953
19811,1001,0.232,-0.06161538124228255
19812,1001,0.226,-0.024556969462003933
19813,1001,0.233,-0.01187807792001204
19814,1001,0.227,0.020583486424195288
19815,1001,0.223,0.03345802691249257
19816,1001,0.225,-0.11582999368924773
19817,1001,0.235,-0.1349315321757946
19818,1001,0.226,-0.04400095809395145
19819,1001,0.221,0.04312645528847327
19820,1001,0.229,-0.026043599445975035
19821,1001,0.22,-0.10916716427082565
19822,1001,0.208,-0.029228330934912325
19823,1001,0.211,0.04897328591988352
26845,1002,0.088,-0.17327561115526263
26846,1002,0.074,-0.13642001952918578
26847,1002,0.066,-0.1956811356848665
26848,1002,0.076,-0.27326651770560345
26849,1002,0.076,-0.3588953432018026
26850,1002,0.077,-0.17015724657102274
26851,1002,0.081,-0.16177665657607637
26852,1002,0.075,-0.16374851124543893
26853,1002,0.02,-0.29534745695127335
26854,1002,0.018,-0.12191502583299399
26855,1002,0.049,-0.1380446965939998
26856,1002,0.07,-0.10243898231330305
26857,1002,0.078,-0.18771327509467495
26858,1002,0.061,-0.2896573803507347
26859,1002,0.047,-0.30605266061505126
