,musicId,y_test,SVR
20096,1001,-0.002,0.04352135786237903
20097,1001,0.004,-0.016072417857410884
20098,1001,0.007,-0.011516548574844451
20099,1001,0.022,-0.05927305707053111
20100,1001,0.025,-0.04934299121200593
20101,1001,0.021,-0.02905148424654065
20102,1001,0.012,-0.009913597835503454
20103,1001,0.003,-0.0352672340631245
20104,1001,0.001,0.08686302480116935
20105,1001,0.021,0.03954915521802825
20106,1001,0.025,0.06662047506086731
20107,1001,0.01,-0.08396726351175555
20108,1001,0.009,-0.03517970659871096
20109,1001,0.02,-0.055001756020215356
20110,1001,-0.01,-0.038132921304832326
20111,1001,-0.012,-0.019087641970754812
20112,1001,-0.023,-0.055725371087404565
20113,1001,-0.031,-0.07912325610638728
20114,1001,-0.03,-0.00914676560503476
20115,1001,0.001,-0.09763377126880858
20116,1001,0.007,-0.13993926751761376
20117,1001,-0.007,-0.10873263606821039
20118,1001,-0.022,0.00931465723061474
20119,1001,-0.01,-0.11030165264532278
20120,1001,-0.011,-0.12777978916112204
20121,1001,-0.008,-0.13508967479877648
20122,1001,0.007,-0.06080815030676358
20123,1001,0.006,0.02277207562029153
20124,1001,0.01,0.02237811703692548
20125,1001,0.013,-0.019785515298618675
20126,1001,0.013,0.03118388161474671
20127,1001,0.023,0.0953940951293039
20128,1001,0.02,-0.03338677726083118
20129,1001,0.024,0.0010643116489417598
20130,1001,0.011,0.023670804863239567
20131,1001,0.011,-0.07566556715938645
20132,1001,-0.003,-0.10327953816591802
20133,1001,-0.019,-0.04876433594189379
20134,1001,-0.014,-0.08979353242364609
20135,1001,-0.016,-0.056009738631980624
20136,1001,-0.022,-0.10350157875496487
20137,1001,-0.012,-0.14196048618286633
20138,1001,-0.031,-0.0769328116176883
20139,1001,-0.03,-0.04479581294399988
20140,1001,-0.038,-0.054772635396001315
20141,1001,-0.017,-0.10997269325786514
20142,1001,-0.014,-0.13843779383312327
20143,1001,-0.022,0.015762320513777225
20144,1001,-0.019,-0.037027105388897766
20145,1001,-0.024,-0.07271896140660324
20146,1001,-0.002,-0.06482193229449464
20147,1001,1.1102230246300001e-17,-0.1276108983380202
20148,1001,0.002,-0.1301491411065625
20149,1001,0.008,-0.13917161000038902
20150,1001,0.01,-0.004842548010246375
20151,1001,0.001,0.07644369996292737
20152,1001,0.011,-0.08639297666958891
20153,1001,0.004,-0.10027820541870493
20154,1001,0.012,-0.008825741040621074
20155,1001,0.011,-0.07581890024163208
27294,1002,0.027,0.033738878394633944
27295,1002,0.018,-0.0048013067471994325
27296,1002,0.044,-0.22715252233572292
27297,1002,0.055,-0.15321749345689395
27298,1002,-0.011,-0.13965641909133136
27299,1002,-0.022,-0.08171207631610473
27300,1002,-0.01,0.054552722100368184
27301,1002,-0.028,-0.033478607718930437
27302,1002,-0.025,-0.054242051553436796
27303,1002,-0.07,-0.029921098724105435
27304,1002,-0.042,-0.09565578564449846
27305,1002,-0.05,-0.12941198561565315
27306,1002,-0.051,-0.2491244475189936
27307,1002,-0.057,-0.3767558299008174
27308,1002,-0.068,-0.3236925956346132
27309,1002,-0.071,-0.31047971784730205
27310,1002,-0.073,-0.3774799791597027
27311,1002,-0.078,-0.2791991850782717
27312,1002,-0.088,-0.30820761409906483
27313,1002,-0.098,-0.2211973177203408
27314,1002,-0.092,-0.19772641446461064
27315,1002,-0.08,-0.15633703724763132
27316,1002,-0.076,-0.05593675902263426
27317,1002,-0.07,0.08221856285625231
27318,1002,-0.086,-0.008060847190567669
27319,1002,-0.071,-0.2365288798088777
27320,1002,-0.049,-0.18224241007786446
27321,1002,-0.057,0.027537891643277364
27322,1002,-0.074,0.00877585058113542
27323,1002,-0.084,0.06402697030320001
27324,1002,-0.083,-0.1215710606875061
27325,1002,-0.062,0.02433433789808341
27326,1002,-0.053,0.006206400885243629
27327,1002,-0.047,-0.1128565289858705
27328,1002,-0.048,0.15138831915795575
27329,1002,-0.052,0.0817246415643237
27330,1002,-0.038,0.025834340211908544
27331,1002,-0.044,0.13168998882989574
27332,1002,-0.048,0.03710070112135848
27333,1002,-0.045,-0.021028152176948325
27334,1002,-0.047,0.004649672259022974
27335,1002,-0.038,-0.18109002196836704
27336,1002,-0.033,-0.0881458332184133
27337,1002,-0.017,-0.0075433833707213085
27338,1002,-0.019,-0.003194181551968489
27339,1002,-0.02,-0.09281967970889478
27340,1002,-0.03,-0.11955596982317458
27341,1002,-0.034,-0.13301616348816142
27342,1002,-0.042,-0.19323143435858403
27343,1002,-0.045,-0.19044102248086436
27344,1002,-0.049,-0.06246289060209932
27345,1002,-0.049,-0.015066930991218322
27346,1002,-0.045,-0.005733554349457173
27347,1002,-0.048,-0.09144797676639856
27348,1002,-0.054,-0.24417756441755561
27349,1002,-0.06,-0.12651369743301943
27350,1002,-0.061,-0.11805634319641019
27351,1002,-0.064,-0.09557411803261907
27352,1002,-0.062,-0.3114546098305069
27353,1002,-0.063,-0.08820986978559393
21476,1003,0.217,0.017910170762433564
21477,1003,0.218,-0.07020364324254495
21478,1003,0.216,-0.1994240621115692
21479,1003,0.215,0.07443046206490661
21480,1003,0.217,0.09252396288166563
21481,1003,0.223,0.15826709338092593
21482,1003,0.221,0.005313965823692819
21483,1003,0.226,-0.13440727137314007
21484,1003,0.226,0.0016694277411264669
21485,1003,0.233,0.06513383607994666
21486,1003,0.226,0.1480757676448908
21487,1003,0.225,0.13290510809862255
21488,1003,0.183,0.07435274596601857
21489,1003,0.174,0.088614957864297
21490,1003,0.172,0.04761199354685658
21491,1003,0.174,0.0034630696486926266
21492,1003,0.178,0.07519783115179286
21493,1003,0.179,0.03548385793575798
21494,1003,0.171,0.02920487997871317
21495,1003,0.157,0.06353599773831826
21496,1003,0.166,0.02358920887876738
21497,1003,0.16,0.07040589661425774
21498,1003,0.159,-0.023670497971232163
21499,1003,0.162,-0.08254605048446208
21500,1003,0.159,0.03082500792042805
21501,1003,0.152,0.029572743949153168
21502,1003,0.146,0.057194027918970027
21503,1003,0.147,0.05041260555216866
21504,1003,0.159,-0.004231720416260951
21505,1003,0.151,-0.011254769754152245
21506,1003,0.15,0.07657756137113604
21507,1003,0.147,0.020345042650301987
21508,1003,0.142,0.028852000644572606
21509,1003,0.14,-0.026451272953307188
21510,1003,0.141,0.03893366020174796
21511,1003,0.142,0.09909793823228308
21512,1003,0.146,0.10967012685604338
21513,1003,0.147,0.029767535196026845
21514,1003,0.151,0.037558884021492406
21515,1003,0.148,0.07644930537386053
21516,1003,0.146,0.06962583119268478
21517,1003,0.155,0.11035453453979667
21518,1003,0.16,0.0458977957565055
21519,1003,0.156,0.07456439372335066
21520,1003,0.152,0.06071887984836616
21521,1003,0.171,0.02906111307395494
21522,1003,0.183,0.058940084942291734
21523,1003,0.181,0.07953214152457352
21524,1003,0.192,-0.09978831198761605
21525,1003,0.201,-0.041233711212171634
21526,1003,0.175,-0.028094047691377168
21527,1003,0.175,0.11049527251024148
21528,1003,0.172,0.13245457650677092
21529,1003,0.171,0.05663928560936855
21530,1003,0.172,-0.00630322497460601
21531,1003,0.172,0.04993221069604599
21532,1003,0.169,0.02352263644468068
21533,1003,0.168,0.06550347457563657
21534,1003,0.187,0.07580184641965626
21535,1003,0.192,0.09510151832751258
13019,1004,-0.15,-0.04058816601666003
13020,1004,-0.148,-0.10415303355517315
13021,1004,-0.148,-0.14378281140983468
13022,1004,-0.149,-0.040396926796281776
13023,1004,-0.149,-0.03784480090108268
13024,1004,-0.15,-0.010679881244449643
13025,1004,-0.148,0.04596613210758181
13026,1004,-0.151,-0.03187385369231911
13027,1004,-0.153,-0.08997678121464221
13028,1004,-0.152,-0.08796738179773357
13029,1004,-0.152,-0.005147643448756359
13030,1004,-0.15,-0.013856659528754492
13031,1004,-0.156,-0.1310591703572086
13032,1004,-0.154,-0.07509820807733449
13033,1004,-0.157,-0.06915326420001051
13034,1004,-0.159,-0.1423675209478779
13035,1004,-0.158,-0.1563858300190099
13036,1004,-0.158,-0.10019888828306951
13037,1004,-0.159,-0.07176184212469507
13038,1004,-0.163,-0.047717701355544664
13039,1004,-0.161,0.01819027585486936
13040,1004,-0.159,0.04034851612009603
13041,1004,-0.157,0.023549668940488697
13042,1004,-0.158,-0.03445030415503937
13043,1004,-0.161,-0.09887808676984462
13044,1004,-0.157,-0.041222523102466394
13045,1004,-0.159,-0.011391991670573157
13046,1004,-0.157,0.002568424100903896
